sentences,axes,ptypes,scores,dnames
Please provide the name of the tech company that has recorded the highest maximum stock price over time.,Implicit-Explicit,compositional-nonvisual,5,vega-lite-example-gallery|line_color
Which company's line goes the highest on the up-down line over time?,Colloquial-Standard,compositional-visual,1,vega-lite-example-gallery|line_color
Which company's line gets the highest up on the y-axis as time goes on?,Colloquial-Standard,compositional-visual,2,vega-lite-example-gallery|line_color
Which company's line reaches the highest point on the y-axis as time progresses?,Colloquial-Standard,compositional-visual,3,vega-lite-example-gallery|line_color
Which company's line ascends to the highest point on the y-axis over a period of time?,Colloquial-Standard,compositional-visual,4,vega-lite-example-gallery|line_color
Which corporation's line achieves the maximum value on the ordinate axis over the course of time?,Colloquial-Standard,compositional-visual,5,vega-lite-example-gallery|line_color
Which company's line goes up the highest over time?,Non-technical-Technical,compositional-visual,1,vega-lite-example-gallery|line_color
Which company's line goes the highest on the chart over time?,Non-technical-Technical,compositional-visual,2,vega-lite-example-gallery|line_color
Which company's line reaches the topmost point on the graph over time?,Non-technical-Technical,compositional-visual,3,vega-lite-example-gallery|line_color
Which company's line ascends to the maximum height on the vertical axis over time?,Non-technical-Technical,compositional-visual,4,vega-lite-example-gallery|line_color
Which company's trajectory achieves the maximum ordinate value on the Cartesian plane over the temporal progression?,Non-technical-Technical,compositional-visual,5,vega-lite-example-gallery|line_color
Which company do you think has the line that reaches the highest point on the y-axis over time?,Subjective-Objective,compositional-visual,1,vega-lite-example-gallery|line_color
"Which company seems to have the line that reaches the highest point on the y-axis over time, don't you think?",Subjective-Objective,compositional-visual,2,vega-lite-example-gallery|line_color
Which company's line do you believe reaches the highest point on the y-axis over time?,Subjective-Objective,compositional-visual,3,vega-lite-example-gallery|line_color
Can you identify which company's line reaches the highest point on the y-axis over time?,Subjective-Objective,compositional-visual,4,vega-lite-example-gallery|line_color
Which company's line reaches the maximum value on the y-axis over time?,Subjective-Objective,compositional-visual,5,vega-lite-example-gallery|line_color
Can you guess which company's line goes the highest up the graph as time goes on?,Implicit-Explicit,compositional-visual,1,vega-lite-example-gallery|line_color
Do you have an idea about the company whose line seems to touch the sky on the graph over time?,Implicit-Explicit,compositional-visual,2,vega-lite-example-gallery|line_color
Can you tell me which company's line on the graph goes the highest over time?,Implicit-Explicit,compositional-visual,3,vega-lite-example-gallery|line_color
Which company's line on the graph reaches the highest point as time progresses?,Implicit-Explicit,compositional-visual,4,vega-lite-example-gallery|line_color
I need to know the company whose line on the graph reaches the highest point on the y-axis over time.,Implicit-Explicit,compositional-visual,5,vega-lite-example-gallery|line_color
Which tech biz should I throw my money at if I'm looking at the one with the highest stock price over time?,Colloquial-Standard,open,1,vega-lite-example-gallery|line_color
Which tech company should I invest in if I'm looking at the one with the highest stock price over time?,Colloquial-Standard,open,2,vega-lite-example-gallery|line_color
Which tech company would be a good investment if I'm considering the highest stock price over time?,Colloquial-Standard,open,3,vega-lite-example-gallery|line_color
Which technology company would be the most prudent investment considering the highest stock price over time?,Colloquial-Standard,open,4,vega-lite-example-gallery|line_color
Which technology corporation would constitute the most judicious investment predicated on the highest stock price over a period of time?,Colloquial-Standard,open,5,vega-lite-example-gallery|line_color
Which company should we put our money in if we're looking at who's had the highest price for their shares over time?,Non-technical-Technical,open,1,vega-lite-example-gallery|line_color
Which company should we invest in if we're considering the one with the highest share price over time?,Non-technical-Technical,open,2,vega-lite-example-gallery|line_color
Which technology firm would be the most profitable investment considering the highest share price over time?,Non-technical-Technical,open,3,vega-lite-example-gallery|line_color
Which technology corporation would be the optimal investment considering the highest stock price trajectory over time?,Non-technical-Technical,open,4,vega-lite-example-gallery|line_color
Which technology enterprise would be the most advantageous investment based on the highest longitudinal stock price data?,Non-technical-Technical,open,5,vega-lite-example-gallery|line_color
I believe that the tech company with the highest stock price over time would be the best investment.,Subjective-Objective,open,1,vega-lite-example-gallery|line_color
"In my opinion, investing in the tech company with the highest stock price over time would be a smart move.",Subjective-Objective,open,2,vega-lite-example-gallery|line_color
It seems like the tech company with the highest stock price over time could be a good investment.,Subjective-Objective,open,3,vega-lite-example-gallery|line_color
"Based on data, the tech company with the highest stock price over time might be a good investment.",Subjective-Objective,open,4,vega-lite-example-gallery|line_color
The tech company with the highest stock price over time is statistically the best investment.,Subjective-Objective,open,5,vega-lite-example-gallery|line_color
"So, if you were to think about tech companies and their stock prices over time, which one do you think might be a good place to put your money?",Implicit-Explicit,open,1,vega-lite-example-gallery|line_color
"If you were to consider the tech companies and their stock performance, where do you think your investment would be most fruitful?",Implicit-Explicit,open,2,vega-lite-example-gallery|line_color
"Considering the stock prices of tech companies over time, which one do you think would be the best for investment?",Implicit-Explicit,open,3,vega-lite-example-gallery|line_color
"Based on the historical stock prices of tech companies, which one would be the most profitable investment?",Implicit-Explicit,open,4,vega-lite-example-gallery|line_color
Which tech company has the highest historical stock price and would therefore be the best investment?,Implicit-Explicit,open,5,vega-lite-example-gallery|line_color
What's the dough Country X made in Year Y?,Colloquial-Standard,lookup-nonvisual,1,d3|d3_12
How much did Country X make in Year Y?,Colloquial-Standard,lookup-nonvisual,2,d3|d3_12
Can you tell me the GDP of Country X for Year Y?,Colloquial-Standard,lookup-nonvisual,3,d3|d3_12
Could you inform me of the Gross Domestic Product of Country X in Year Y?,Colloquial-Standard,lookup-nonvisual,4,d3|d3_12
Would you be so kind as to provide the Gross Domestic Product figures for Country X in the fiscal year Y?,Colloquial-Standard,lookup-nonvisual,5,d3|d3_12
How much money did Country X make in Year Y?,Non-technical-Technical,lookup-nonvisual,1,d3|d3_12
What was the total value of goods and services produced by Country X in Year Y?,Non-technical-Technical,lookup-nonvisual,2,d3|d3_12
Can you tell me the gross domestic product of Country X for Year Y?,Non-technical-Technical,lookup-nonvisual,3,d3|d3_12
"What's the quantified economic output, or GDP, of Country X in Year Y?",Non-technical-Technical,lookup-nonvisual,4,d3|d3_12
"What is the quantified fiscal aggregate of all finished goods and services produced within Country X's borders in Year Y, also known as the Gross Domestic Product?",Non-technical-Technical,lookup-nonvisual,5,d3|d3_12
